region,source_file,name,theme,dessert,purpose,mood,must
담양,damyang_dessert_cafes_blog_links,1003디저트카페,대형카페|뷰맛집|포토존/인스타|테라스/야외|모던/깔끔|정원/가든,브런치/샌드위치|베이커리/빵|쿠키/구움과자|아이스크림/젤라또,브런치/식사|가족/키즈|드라이브/산책|데이트,조용함|쾌적함|아늑함|힐링,시그니처/대표메뉴|주차가능|키즈/유모차|테이크아웃
담양,damyang_dessert_cafes_blog_links,구름모자,한옥/전통|뷰맛집|모던/깔끔|포토존/인스타|정원/가든,아이스크림/젤라또,드라이브/산책|데이트|가족/키즈|브런치/식사,아늑함|조용함|쾌적함|힐링,주차가능|시그니처/대표메뉴
담양,damyang_dessert_cafes_blog_links,까망감,포토존/인스타|뷰맛집|테라스/야외|정원/가든|모던/깔끔|빈티지/레트로,베이커리/빵|케이크|아이스크림/젤라또|쿠키/구움과자,반려견동반|드라이브/산책|가족/키즈|모임/단체,아늑함|조용함|쾌적함|힐링,반려견동반|주차가능|시그니처/대표메뉴|예약/단체
담양,damyang_dessert_cafes_blog_links,달순,빈티지/레트로|뷰맛집|포토존/인스타|정원/가든,쿠키/구움과자|초콜릿/디저트특화|베이커리/빵,가족/키즈,아늑함,키즈/유모차
담양,damyang_dessert_cafes_blog_links,담다,대형카페|포토존/인스타|한옥/전통|정원/가든|루프탑|테라스/야외,베이커리/빵|케이크|쿠키/구움과자|초콜릿/디저트특화|브런치/샌드위치,드라이브/산책|모임/단체|가족/키즈|데이트,쾌적함|힐링|아늑함|조용함,주차가능|시그니처/대표메뉴|예약/단체|테이크아웃
담양,damyang_dessert_cafes_blog_links,담만장,테라스/야외|정원/가든|뷰맛집|포토존/인스타,,드라이브/산책|가족/키즈|반려견동반|모임/단체,조용함|힐링,키즈/유모차|반려견동반|주차가능|예약/단체
담양,damyang_dessert_cafes_blog_links,담순로153,대형카페|뷰맛집|포토존/인스타|테라스/야외|정원/가든|모던/깔끔,베이커리/빵|케이크|브런치/샌드위치|쿠키/구움과자|초콜릿/디저트특화|아이스크림/젤라또,가족/키즈|반려견동반|브런치/식사|데이트,쾌적함|아늑함|조용함|힐링,주차가능|키즈/유모차|반려견동반|시그니처/대표메뉴
담양,damyang_dessert_cafes_blog_links,담양 리사 카페,대형카페|뷰맛집|포토존/인스타|테라스/야외|정원/가든|모던/깔끔,베이커리/빵|케이크|마카롱,데이트|가족/키즈|드라이브/산책|모임/단체,힐링|아늑함|조용함|쾌적함,주차가능|시그니처/대표메뉴|예약/단체|키즈/유모차
담양,damyang_dessert_cafes_blog_links,담양밤부리,포토존/인스타|정원/가든|대형카페|테라스/야외|모던/깔끔|뷰맛집,브런치/샌드위치|베이커리/빵|초콜릿/디저트특화,브런치/식사|가족/키즈|모임/단체|드라이브/산책,조용함|힐링|쾌적함|아늑함,주차가능|시그니처/대표메뉴|예약/단체|키즈/유모차
담양,damyang_dessert_cafes_blog_links,담월,빈티지/레트로|포토존/인스타|테라스/야외,,가족/키즈,조용함|아늑함,키즈/유모차
담양,damyang_dessert_cafes_blog_links,담화,대형카페|포토존/인스타|모던/깔끔|정원/가든|뷰맛집|테라스/야외,브런치/샌드위치|베이커리/빵|케이크|쿠키/구움과자|초콜릿/디저트특화,브런치/식사|가족/키즈|드라이브/산책|데이트,쾌적함|힐링|조용함|아늑함,주차가능|시그니처/대표메뉴|키즈/유모차|테이크아웃
담양,damyang_dessert_cafes_blog_links,대담,대형카페|정원/가든|뷰맛집|루프탑|포토존/인스타|테라스/야외,케이크|쿠키/구움과자|브런치/샌드위치|초콜릿/디저트특화|베이커리/빵,드라이브/산책|모임/단체|가족/키즈|데이트,힐링|조용함|아늑함,시그니처/대표메뉴|주차가능|예약/단체
담양,damyang_dessert_cafes_blog_links,돌담,한옥/전통|포토존/인스타|정원/가든|빈티지/레트로|뷰맛집|테라스/야외,케이크|베이커리/빵,가족/키즈|드라이브/산책|모임/단체|데이트,조용함|아늑함|힐링|쾌적함,주차가능|시그니처/대표메뉴|키즈/유모차|테이크아웃
담양,damyang_dessert_cafes_blog_links,라라브레드 담양점,대형카페|뷰맛집|정원/가든|모던/깔끔|포토존/인스타|테라스/야외,베이커리/빵|브런치/샌드위치|쿠키/구움과자|빙수|케이크|초콜릿/디저트특화,브런치/식사|드라이브/산책|가족/키즈|데이트,쾌적함|힐링|조용함|아늑함,주차가능|시그니처/대표메뉴|테이크아웃|예약/단체
담양,damyang_dessert_cafes_blog_links,리원베이커리&카페,대형카페|루프탑|뷰맛집|포토존/인스타|모던/깔끔|정원/가든,베이커리/빵|브런치/샌드위치|케이크|쿠키/구움과자|초콜릿/디저트특화,드라이브/산책|브런치/식사|가족/키즈|모임/단체,쾌적함|힐링|조용함|아늑함,주차가능|시그니처/대표메뉴|테이크아웃|예약/단체
담양,damyang_dessert_cafes_blog_links,머무른하우스,포토존/인스타|뷰맛집|테라스/야외|정원/가든|대형카페|한옥/전통,쿠키/구움과자|베이커리/빵|브런치/샌드위치|케이크|초콜릿/디저트특화|아이스크림/젤라또,드라이브/산책|모임/단체|브런치/식사|데이트,조용함|아늑함|힐링,예약/단체|주차가능|시그니처/대표메뉴|테이크아웃
담양,damyang_dessert_cafes_blog_links,멍포레,대형카페|정원/가든|포토존/인스타|테라스/야외|모던/깔끔,아이스크림/젤라또|케이크|베이커리/빵|쿠키/구움과자,반려견동반|드라이브/산책|가족/키즈|데이트,조용함|쾌적함|힐링|아늑함,반려견동반|주차가능|시그니처/대표메뉴|예약/단체
담양,damyang_dessert_cafes_blog_links,명가은,한옥/전통|정원/가든|테라스/야외|빈티지/레트로|포토존/인스타|모던/깔끔,빙수|아이스크림/젤라또|초콜릿/디저트특화|베이커리/빵,드라이브/산책|가족/키즈|반려견동반|데이트,조용함|아늑함|힐링|쾌적함,주차가능|시그니처/대표메뉴|반려견동반|예약/단체
담양,damyang_dessert_cafes_blog_links,미각&담양양갱,정원/가든|테라스/야외|포토존/인스타|뷰맛집|한옥/전통|대형카페,케이크|초콜릿/디저트특화|쿠키/구움과자|브런치/샌드위치,가족/키즈|모임/단체|데이트|드라이브/산책,조용함|아늑함|힐링|쾌적함,시그니처/대표메뉴|주차가능|키즈/유모차|예약/단체
담양,damyang_dessert_cafes_blog_links,밀크레페,포토존/인스타|정원/가든|테라스/야외|모던/깔끔|뷰맛집|한옥/전통,크레페/와플|아이스크림/젤라또|케이크|베이커리/빵|쿠키/구움과자|초콜릿/디저트특화,반려견동반|드라이브/산책|데이트|가족/키즈,조용함|힐링|아늑함|쾌적함,반려견동반|주차가능|시그니처/대표메뉴|키즈/유모차
담양,damyang_dessert_cafes_blog_links,복더빵,뷰맛집|포토존/인스타|정원/가든|모던/깔끔|테라스/야외,베이커리/빵|쿠키/구움과자|초콜릿/디저트특화|케이크|브런치/샌드위치,가족/키즈|드라이브/산책|브런치/식사|모임/단체,아늑함|쾌적함|조용함|힐링,주차가능|시그니처/대표메뉴|테이크아웃|키즈/유모차
담양,damyang_dessert_cafes_blog_links,생츄어리 담양점,대형카페|테라스/야외|포토존/인스타|정원/가든,베이커리/빵,데이트|브런치/식사,,주차가능
담양,damyang_dessert_cafes_blog_links,센티드 커피로스터스,포토존/인스타|빈티지/레트로|모던/깔끔|대형카페|뷰맛집,케이크|쿠키/구움과자|아이스크림/젤라또|초콜릿/디저트특화|베이커리/빵,드라이브/산책|반려견동반|공부/작업|모임/단체,조용함|아늑함,주차가능|시그니처/대표메뉴|반려견동반|테이크아웃
담양,damyang_dessert_cafes_blog_links,소예르,포토존/인스타|테라스/야외|빈티지/레트로|정원/가든|대형카페|뷰맛집,케이크|마카롱|쿠키/구움과자|초콜릿/디저트특화|크레페/와플|베이커리/빵,가족/키즈|드라이브/산책|데이트|모임/단체,힐링|조용함|아늑함|쾌적함,주차가능|시그니처/대표메뉴|키즈/유모차|반려견동반
담양,damyang_dessert_cafes_blog_links,스댕,포토존/인스타|빈티지/레트로|모던/깔끔|뷰맛집|정원/가든,베이커리/빵|쿠키/구움과자|초콜릿/디저트특화,반려견동반|드라이브/산책|가족/키즈,조용함|힐링|아늑함,반려견동반|주차가능|시그니처/대표메뉴|테이크아웃
담양,damyang_dessert_cafes_blog_links,스포트라이트커피,포토존/인스타|테라스/야외,케이크|쿠키/구움과자|베이커리/빵|초콜릿/디저트특화,데이트|드라이브/산책|반려견동반|공부/작업,아늑함|조용함|힐링,시그니처/대표메뉴|주차가능|반려견동반|예약/단체
담양,damyang_dessert_cafes_blog_links,슬담,한옥/전통|빈티지/레트로|포토존/인스타|뷰맛집|정원/가든|테라스/야외,아이스크림/젤라또|쿠키/구움과자|크레페/와플|초콜릿/디저트특화|케이크,드라이브/산책|가족/키즈|모임/단체|반려견동반,조용함|아늑함|힐링|쾌적함,주차가능|시그니처/대표메뉴|예약/단체|반려견동반
담양,damyang_dessert_cafes_blog_links,아리에뜰,뷰맛집|대형카페|정원/가든|테라스/야외|포토존/인스타|모던/깔끔,빙수|브런치/샌드위치|쿠키/구움과자|아이스크림/젤라또|케이크|베이커리/빵,드라이브/산책|가족/키즈|브런치/식사|모임/단체,조용함|힐링|쾌적함|아늑함,주차가능|시그니처/대표메뉴|예약/단체|테이크아웃
담양,damyang_dessert_cafes_blog_links,아우터베이크하우스 담양점,포토존/인스타|대형카페|빈티지/레트로|뷰맛집|정원/가든|모던/깔끔,베이커리/빵|케이크|쿠키/구움과자|초콜릿/디저트특화|브런치/샌드위치,가족/키즈|드라이브/산책|데이트|브런치/식사,아늑함|힐링|조용함|쾌적함,시그니처/대표메뉴|주차가능|키즈/유모차|테이크아웃
담양,damyang_dessert_cafes_blog_links,앰퍼샌드,테라스/야외|대형카페|포토존/인스타|뷰맛집|모던/깔끔|정원/가든,브런치/샌드위치|베이커리/빵|케이크|쿠키/구움과자|아이스크림/젤라또|초콜릿/디저트특화,모임/단체|드라이브/산책|가족/키즈|데이트,조용함|아늑함|쾌적함|힐링,주차가능|예약/단체|시그니처/대표메뉴|키즈/유모차
담양,damyang_dessert_cafes_blog_links,양각리키친,포토존/인스타|뷰맛집|모던/깔끔|한옥/전통|빈티지/레트로,브런치/샌드위치|케이크|베이커리/빵|쿠키/구움과자|초콜릿/디저트특화,브런치/식사|가족/키즈|모임/단체|드라이브/산책,조용함|아늑함|힐링|쾌적함,주차가능|시그니처/대표메뉴|예약/단체|테이크아웃
담양,damyang_dessert_cafes_blog_links,오팔,정원/가든|대형카페|테라스/야외|포토존/인스타|빈티지/레트로|뷰맛집,쿠키/구움과자|초콜릿/디저트특화|빙수|베이커리/빵,데이트|드라이브/산책|모임/단체|공부/작업,조용함|쾌적함|아늑함|힐링,주차가능|콘센트/와이파이|예약/단체|시그니처/대표메뉴
담양,damyang_dessert_cafes_blog_links,오프더커프,대형카페|정원/가든|뷰맛집|테라스/야외|포토존/인스타|모던/깔끔,베이커리/빵|초콜릿/디저트특화|아이스크림/젤라또|케이크|쿠키/구움과자,가족/키즈|드라이브/산책|모임/단체|반려견동반,조용함|힐링|아늑함|쾌적함,키즈/유모차|시그니처/대표메뉴|주차가능|예약/단체
담양,damyang_dessert_cafes_blog_links,옥담,대형카페|포토존/인스타|뷰맛집|테라스/야외|정원/가든|모던/깔끔,빙수|케이크|크레페/와플,모임/단체|가족/키즈|드라이브/산책|데이트,조용함|쾌적함|아늑함|힐링,주차가능|예약/단체|시그니처/대표메뉴|키즈/유모차
담양,damyang_dessert_cafes_blog_links,우아한마카롱,한옥/전통|정원/가든|루프탑|빈티지/레트로|포토존/인스타|뷰맛집,마카롱|쿠키/구움과자|케이크,,아늑함|조용함,테이크아웃|시그니처/대표메뉴|주차가능
담양,damyang_dessert_cafes_blog_links,츄카츄카,뷰맛집|포토존/인스타|정원/가든,마카롱|아이스크림/젤라또|쿠키/구움과자|초콜릿/디저트특화|베이커리/빵,데이트|드라이브/산책,활기/캐주얼|힐링|조용함,시그니처/대표메뉴|주차가능|테이크아웃
담양,damyang_dessert_cafes_blog_links,카페 매화나무집,한옥/전통|정원/가든|뷰맛집|포토존/인스타|빈티지/레트로,,드라이브/산책|가족/키즈|모임/단체,힐링|조용함|아늑함,주차가능|시그니처/대표메뉴|예약/단체|키즈/유모차
담양,damyang_dessert_cafes_blog_links,카페 알에디션,대형카페|테라스/야외|포토존/인스타|정원/가든|뷰맛집|모던/깔끔,브런치/샌드위치|베이커리/빵|케이크|초콜릿/디저트특화|아이스크림/젤라또,가족/키즈|브런치/식사|드라이브/산책|반려견동반,조용함|쾌적함|힐링|아늑함,키즈/유모차|주차가능|시그니처/대표메뉴|반려견동반
담양,damyang_dessert_cafes_blog_links,카페달달,포토존/인스타|뷰맛집,케이크|쿠키/구움과자,가족/키즈|모임/단체,,주차가능|예약/단체|시그니처/대표메뉴|키즈/유모차
담양,damyang_dessert_cafes_blog_links,카페드존아웃,포토존/인스타|뷰맛집|정원/가든|빈티지/레트로|모던/깔끔|한옥/전통,브런치/샌드위치|베이커리/빵|쿠키/구움과자,브런치/식사|모임/단체|가족/키즈|데이트,조용함|힐링|아늑함,주차가능|시그니처/대표메뉴|테이크아웃|예약/단체
담양,damyang_dessert_cafes_blog_links,카페림,뷰맛집|정원/가든|대형카페|포토존/인스타|모던/깔끔|빈티지/레트로,케이크|쿠키/구움과자|초콜릿/디저트특화,드라이브/산책|가족/키즈|브런치/식사|모임/단체,힐링|조용함|아늑함|활기/캐주얼,주차가능|시그니처/대표메뉴|예약/단체|키즈/유모차
담양,damyang_dessert_cafes_blog_links,카페밀,대형카페|포토존/인스타|테라스/야외|뷰맛집|빈티지/레트로|정원/가든,아이스크림/젤라또|베이커리/빵|케이크|크레페/와플|초콜릿/디저트특화|쿠키/구움과자,가족/키즈|드라이브/산책|모임/단체|브런치/식사,조용함|쾌적함|힐링|아늑함,주차가능|시그니처/대표메뉴|키즈/유모차|예약/단체
담양,damyang_dessert_cafes_blog_links,카페야그,한옥/전통|대형카페|뷰맛집|포토존/인스타|빈티지/레트로|모던/깔끔,케이크|쿠키/구움과자,드라이브/산책|모임/단체,아늑함|쾌적함|힐링|조용함,주차가능|시그니처/대표메뉴|예약/단체
담양,damyang_dessert_cafes_blog_links,카페온다,대형카페|루프탑|포토존/인스타|뷰맛집|빈티지/레트로|테라스/야외,아이스크림/젤라또|베이커리/빵|초콜릿/디저트특화|쿠키/구움과자|케이크|브런치/샌드위치,드라이브/산책|가족/키즈|모임/단체|공부/작업,쾌적함|아늑함|힐링|조용함,주차가능|시그니처/대표메뉴|콘센트/와이파이|테이크아웃
담양,damyang_dessert_cafes_blog_links,카페이장님댁,포토존/인스타|정원/가든|빈티지/레트로|테라스/야외|뷰맛집|대형카페,베이커리/빵|케이크,드라이브/산책|가족/키즈|데이트|모임/단체,쾌적함|아늑함|힐링|조용함,주차가능|시그니처/대표메뉴|예약/단체|반려견동반
담양,damyang_dessert_cafes_blog_links,카페인우,포토존/인스타|루프탑|뷰맛집|정원/가든|빈티지/레트로,케이크|쿠키/구움과자|베이커리/빵,반려견동반|가족/키즈|드라이브/산책|공부/작업,조용함|힐링|아늑함,주차가능|반려견동반|시그니처/대표메뉴|키즈/유모차
담양,damyang_dessert_cafes_blog_links,카페주평,포토존/인스타|정원/가든|대형카페|빈티지/레트로|모던/깔끔|뷰맛집,케이크|아이스크림/젤라또|브런치/샌드위치,가족/키즈|드라이브/산책|모임/단체|브런치/식사,조용함|힐링|아늑함,키즈/유모차|주차가능|시그니처/대표메뉴|예약/단체
담양,damyang_dessert_cafes_blog_links,카페하녹,한옥/전통|대형카페|정원/가든|테라스/야외|포토존/인스타|빈티지/레트로,크레페/와플|아이스크림/젤라또|빙수,반려견동반|드라이브/산책|가족/키즈|모임/단체,조용함|힐링|아늑함|쾌적함,주차가능|시그니처/대표메뉴|반려견동반|키즈/유모차
담양,damyang_dessert_cafes_blog_links,코튼드수플레,정원/가든|한옥/전통|포토존/인스타|뷰맛집|빈티지/레트로|대형카페,케이크|빙수|크레페/와플|아이스크림/젤라또|쿠키/구움과자|베이커리/빵,가족/키즈|드라이브/산책|모임/단체|반려견동반,조용함|쾌적함|아늑함|힐링,주차가능|시그니처/대표메뉴|예약/단체|테이크아웃
담양,damyang_dessert_cafes_blog_links,크렘파이샵,포토존/인스타|정원/가든|뷰맛집|모던/깔끔|빈티지/레트로,쿠키/구움과자|초콜릿/디저트특화|케이크|베이커리/빵|아이스크림/젤라또,드라이브/산책|가족/키즈|데이트|모임/단체,조용함|아늑함|힐링|쾌적함,테이크아웃|주차가능|시그니처/대표메뉴|예약/단체
담양,damyang_dessert_cafes_blog_links,크로엔젤 담양점,대형카페|정원/가든|뷰맛집|루프탑|테라스/야외|포토존/인스타,베이커리/빵|쿠키/구움과자|크레페/와플|케이크|초콜릿/디저트특화,드라이브/산책|데이트|가족/키즈|반려견동반,힐링|쾌적함|조용함|아늑함,주차가능|시그니처/대표메뉴|반려견동반|테이크아웃
담양,damyang_dessert_cafes_blog_links,트인달,뷰맛집|테라스/야외|포토존/인스타|한옥/전통|정원/가든|모던/깔끔,쿠키/구움과자|베이커리/빵|케이크,드라이브/산책|브런치/식사|모임/단체,아늑함|쾌적함|조용함|힐링,주차가능|시그니처/대표메뉴|예약/단체
담양,damyang_dessert_cafes_blog_links,퍼프슈,대형카페|포토존/인스타|뷰맛집|모던/깔끔|테라스/야외|빈티지/레트로,쿠키/구움과자|초콜릿/디저트특화|케이크|베이커리/빵,드라이브/산책|데이트|가족/키즈|모임/단체,조용함|힐링|아늑함|쾌적함,시그니처/대표메뉴|주차가능|테이크아웃|예약/단체
담양,damyang_dessert_cafes_blog_links,프랭크커핀바 담양점,포토존/인스타|테라스/야외|빈티지/레트로|뷰맛집|모던/깔끔|정원/가든,베이커리/빵|크레페/와플|쿠키/구움과자|초콜릿/디저트특화|아이스크림/젤라또|케이크,드라이브/산책|데이트|반려견동반|모임/단체,조용함|힐링|아늑함|쾌적함,주차가능|시그니처/대표메뉴|테이크아웃|예약/단체
담양,damyang_dessert_cafes_blog_links,프룩커피,포토존/인스타|뷰맛집|테라스/야외|대형카페|모던/깔끔|빈티지/레트로,쿠키/구움과자|베이커리/빵|아이스크림/젤라또|케이크,가족/키즈|드라이브/산책|반려견동반|데이트,힐링|아늑함|조용함|활기/캐주얼,시그니처/대표메뉴|주차가능|반려견동반|콘센트/와이파이
담양,damyang_dessert_cafes_blog_links,하루키의서재,포토존/인스타|대형카페|정원/가든|뷰맛집|모던/깔끔,크레페/와플|케이크|브런치/샌드위치|쿠키/구움과자,드라이브/산책|브런치/식사|공부/작업|가족/키즈,조용함|쾌적함|아늑함,주차가능|콘센트/와이파이|시그니처/대표메뉴|예약/단체
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,거북당 전대예대점,빈티지/레트로|포토존/인스타,아이스크림/젤라또|초콜릿/디저트특화|케이크,공부/작업|브런치/식사,힐링|활기/캐주얼|아늑함|조용함,주차가능|테이크아웃|콘센트/와이파이
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,글로어 전대정문점,포토존/인스타|대형카페|뷰맛집|모던/깔끔|한옥/전통,브런치/샌드위치|베이커리/빵|빙수|초콜릿/디저트특화|케이크|쿠키/구움과자,브런치/식사|모임/단체|공부/작업|데이트,아늑함|쾌적함|조용함|힐링,주차가능|테이크아웃|시그니처/대표메뉴|예약/단체
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,다스브로트,테라스/야외|포토존/인스타|정원/가든|대형카페|모던/깔끔|뷰맛집,베이커리/빵|초콜릿/디저트특화|쿠키/구움과자|아이스크림/젤라또|케이크,드라이브/산책|가족/키즈|모임/단체|공부/작업,조용함|쾌적함|힐링|아늑함,주차가능|시그니처/대표메뉴|테이크아웃|예약/단체
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,더플레인,정원/가든|뷰맛집|모던/깔끔,마카롱|케이크|초콜릿/디저트특화|쿠키/구움과자|아이스크림/젤라또,,,테이크아웃
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,라이트라이트샵,포토존/인스타|뷰맛집|모던/깔끔|정원/가든|빈티지/레트로|테라스/야외,쿠키/구움과자|베이커리/빵|브런치/샌드위치|케이크,모임/단체|가족/키즈|공부/작업|브런치/식사,아늑함|힐링|쾌적함|조용함,시그니처/대표메뉴|예약/단체|주차가능|키즈/유모차
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,미미당906 광주점,테라스/야외|정원/가든,케이크|빙수,모임/단체|공부/작업,활기/캐주얼|조용함,예약/단체|시그니처/대표메뉴|주차가능|테이크아웃
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,반헤이브,대형카페|포토존/인스타|테라스/야외|뷰맛집|정원/가든|모던/깔끔,브런치/샌드위치|베이커리/빵|케이크|초콜릿/디저트특화|쿠키/구움과자,브런치/식사|가족/키즈|드라이브/산책|모임/단체,조용함|쾌적함|아늑함|힐링,주차가능|키즈/유모차|예약/단체|시그니처/대표메뉴
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,배배꼬 광주일곡점,포토존/인스타|모던/깔끔|뷰맛집|한옥/전통,쿠키/구움과자|베이커리/빵|초콜릿/디저트특화|케이크|빙수,가족/키즈|모임/단체|데이트|브런치/식사,조용함|힐링|쾌적함|아늑함,예약/단체|시그니처/대표메뉴|주차가능|테이크아웃
광주 북구,gwangju_dessert_cafes_blog_links_bukgu,베러데이즈,포토존/인스타|모던/깔끔|한옥/전통|뷰맛집|정원/가든,케이크|쿠키/구움과자|초콜릿/디저트특화|브런치/샌드위치|크레페/와플,브런치/식사|가족/키즈|공부/작업,조용함|쾌적함|아늑함,테이크아웃|예약/단체|주차가능|시그니처/대표메뉴
